slug,title,year,month,label,url,path,pages,status,bytes,error
berkeley-heights-news,Berkeley Heights Community News,2020,1,Berkeley Heights Community News January 2020,https://rennamedia.com/wp-content/uploads/2019/12/BerkeleyHeightsJanuary20.pdf,inputs/editions/berkeley-heights-news/2020-01.pdf,12,ok,1602217,
berkeley-heights-news,Berkeley Heights Community News,2020,2,Berkeley Heights Community News February 2020,https://rennamedia.com/wp-content/uploads/2020/01/BerkeleyHeightsFebruary20.pdf,inputs/editions/berkeley-heights-news/2020-02.pdf,16,ok,1917172,
berkeley-heights-news,Berkeley Heights Community News,2020,3,Berkeley Heights Community News March 2020,https://rennamedia.com/wp-content/uploads/2020/02/BerkeleyHeightsMarch20.pdf,inputs/editions/berkeley-heights-news/2020-03.pdf,16,ok,1999221,
berkeley-heights-news,Berkeley Heights Community News,2020,4,Berkeley Heights Community News April 2020,https://rennamedia.com/wp-content/uploads/2020/03/BerkeleyHeightsApril20i.pdf,inputs/editions/berkeley-heights-news/2020-04.pdf,8,ok,1119266,
berkeley-heights-news,Berkeley Heights Community News,2020,5,Berkeley Heights Community News May 2020,https://rennamedia.com/wp-content/uploads/2020/04/BerkeleyHeightsMay20.pdf,inputs/editions/berkeley-heights-news/2020-05.pdf,16,ok,1942263,
berkeley-heights-news,Berkeley Heights Community News,2020,6,Berkeley Heights Community News June 2020,https://rennamedia.com/wp-content/uploads/2020/06/BerkeleyHeightsJune20.pdf,inputs/editions/berkeley-heights-news/2020-06.pdf,16,ok,1794499,
berkeley-heights-news,Berkeley Heights Community News,2020,7,Berkeley Heights Community News July 2020,https://rennamedia.com/wp-content/uploads/2020/07/BerkeleyHeightsJuly20.pdf,inputs/editions/berkeley-heights-news/2020-07.pdf,16,ok,1810621,
berkeley-heights-news,Berkeley Heights Community News,2020,8,Berkeley Heights Community News August 2020,https://rennamedia.com/wp-content/uploads/2020/07/BerkeleyHeightsAugust20.pdf,inputs/editions/berkeley-heights-news/2020-08.pdf,16,ok,1807529,
berkeley-heights-news,Berkeley Heights Community News,2020,9,Berkeley Heights Community News September 2020,https://rennamedia.com/wp-content/uploads/2020/08/BerkeleyHeightsSeptember20.pdf,inputs/editions/berkeley-heights-news/2020-09.pdf,16,ok,1691707,
berkeley-heights-news,Berkeley Heights Community News,2020,10,Berkeley Heights Community News October 2020,https://rennamedia.com/wp-content/uploads/2020/09/BerkeleyHeightsOctober20.pdf,inputs/editions/berkeley-heights-news/2020-10.pdf,12,ok,1312823,
berkeley-heights-news,Berkeley Heights Community News,2020,11,Berkeley Heights Community News November 2020,https://rennamedia.com/wp-content/uploads/2020/10/BerkeleyHeightsNovember20.pdf,inputs/editions/berkeley-heights-news/2020-11.pdf,16,ok,1894081,
berkeley-heights-news,Berkeley Heights Community News,2020,12,Berkeley Heights Community News December 2020,https://rennamedia.com/wp-content/uploads/2020/12/BerkeleyHeightsDecember20.pdf,inputs/editions/berkeley-heights-news/2020-12.pdf,12,ok,1557174,
berkeley-heights-news,Berkeley Heights Community News,2021,1,Berkeley Heights Community News January 2021,https://rennamedia.com/wp-content/uploads/2020/12/BerkeleyHeightsJanuary21.pdf,inputs/editions/berkeley-heights-news/2021-01.pdf,12,ok,1685745,
berkeley-heights-news,Berkeley Heights Community News,2021,2,Berkeley Heights Community News February 2021,https://rennamedia.com/wp-content/uploads/2021/01/BerkeleyHeightsFebruary21.pdf,inputs/editions/berkeley-heights-news/2021-02.pdf,12,ok,1547069,
berkeley-heights-news,Berkeley Heights Community News,2021,3,Berkeley Heights Community News March 2021,https://rennamedia.com/wp-content/uploads/2021/02/BerkeleyHeightsMarch21.pdf,inputs/editions/berkeley-heights-news/2021-03.pdf,16,ok,2218325,
berkeley-heights-news,Berkeley Heights Community News,2021,4,Berkeley Heights Community News April 2021,https://rennamedia.com/wp-content/uploads/2021/03/BerkeleyHeightsApril21.pdf,inputs/editions/berkeley-heights-news/2021-04.pdf,16,ok,2290349,
berkeley-heights-news,Berkeley Heights Community News,2021,5,Berkeley Heights Community News May 2021,https://rennamedia.com/wp-content/uploads/2021/04/BerkeleyHeightsMay21.pdf,inputs/editions/berkeley-heights-news/2021-05.pdf,23,ok,2646152,
berkeley-heights-news,Berkeley Heights Community News,2021,6,Berkeley Heights Community News June 2021,https://rennamedia.com/wp-content/uploads/2021/05/BerkeleyHeightsJune21.pdf,inputs/editions/berkeley-heights-news/2021-06.pdf,20,ok,2606028,
berkeley-heights-news,Berkeley Heights Community News,2021,7,Berkeley Heights Community News July 2021,https://rennamedia.com/wp-content/uploads/2021/06/BerkeleyHeightsJuly21.pdf,inputs/editions/berkeley-heights-news/2021-07.pdf,20,ok,2736238,
berkeley-heights-news,Berkeley Heights Community News,2021,8,Berkeley Heights Community News August 2021,https://rennamedia.com/wp-content/uploads/2021/07/BerkeleyHeightsAugust21.pdf,inputs/editions/berkeley-heights-news/2021-08.pdf,16,ok,2254624,
berkeley-heights-news,Berkeley Heights Community News,2021,9,Berkeley Heights Community News September 2021,https://rennamedia.com/wp-content/uploads/2021/08/BerkeleyHeightsSeptember21.pdf,inputs/editions/berkeley-heights-news/2021-09.pdf,20,ok,2579503,
berkeley-heights-news,Berkeley Heights Community News,2021,10,Berkeley Heights Community News October 2021,https://rennamedia.com/wp-content/uploads/2021/09/BerkeleyHeightsOctober21.pdf,inputs/editions/berkeley-heights-news/2021-10.pdf,16,ok,2129462,
berkeley-heights-news,Berkeley Heights Community News,2021,11,Berkeley Heights Community News November 2021,https://rennamedia.com/wp-content/uploads/2021/10/BerkeleyHeightsNovember21.pdf,inputs/editions/berkeley-heights-news/2021-11.pdf,16,ok,2036097,
berkeley-heights-news,Berkeley Heights Community News,2021,12,Berkeley Heights Community News December 2021,https://rennamedia.com/wp-content/uploads/2021/11/BerkeleyHeightsDecember21.pdf,inputs/editions/berkeley-heights-news/2021-12.pdf,16,ok,2089009,
clark-monthly,Clark Monthly,2011,8,Clark Monthly August 2011,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkAug11.pdf,inputs/editions/clark-monthly/2011-08.pdf,12,ok,907999,
clark-monthly,Clark Monthly,2011,9,Clark Monthly September 2011,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkSept11.pdf,inputs/editions/clark-monthly/2011-09.pdf,16,ok,1231386,
clark-monthly,Clark Monthly,2011,10,Clark Monthly October 2011,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkOct11.pdf,inputs/editions/clark-monthly/2011-10.pdf,16,ok,1414923,
clark-monthly,Clark Monthly,2011,11,Clark Monthly November 2011,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkNov11.pdf,inputs/editions/clark-monthly/2011-11.pdf,20,ok,1718122,
clark-monthly,Clark Monthly,2011,12,Clark Monthly December 2011,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkDec11.pdf,inputs/editions/clark-monthly/2011-12.pdf,20,ok,1507287,
clark-monthly,Clark Monthly,2012,1,Clark Monthly January 2012,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkJan12.pdf,inputs/editions/clark-monthly/2012-01.pdf,16,ok,1338052,
clark-monthly,Clark Monthly,2012,2,Clark Monthly February 2012,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkFeb12.pdf,inputs/editions/clark-monthly/2012-02.pdf,20,ok,1692583,
clark-monthly,Clark Monthly,2012,3,Clark Monthly March 2012,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkMar12.pdf,inputs/editions/clark-monthly/2012-03.pdf,20,ok,1700130,
clark-monthly,Clark Monthly,2012,4,Clark Monthly April 2012,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkApr12.pdf,inputs/editions/clark-monthly/2012-04.pdf,20,ok,1876519,
clark-monthly,Clark Monthly,2012,5,Clark Monthly May 2012,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkMay12.pdf,inputs/editions/clark-monthly/2012-05.pdf,24,ok,2044051,
clark-monthly,Clark Monthly,2012,6,Clark Monthly June 2012,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkJun12.pdf,inputs/editions/clark-monthly/2012-06.pdf,16,ok,1491768,
clark-monthly,Clark Monthly,2012,7,Clark Monthly July 2012,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkJul12.pdf,inputs/editions/clark-monthly/2012-07.pdf,16,ok,1467559,
clark-monthly,Clark Monthly,2012,8,Clark Monthly August 2012,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkAug12.pdf,inputs/editions/clark-monthly/2012-08.pdf,20,ok,1758898,
clark-monthly,Clark Monthly,2012,9,Clark Monthly September 2012,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkSept12.pdf,inputs/editions/clark-monthly/2012-09.pdf,20,ok,1852851,
clark-monthly,Clark Monthly,2012,10,Clark Monthly October 2012,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkOct12.pdf,inputs/editions/clark-monthly/2012-10.pdf,16,ok,1539395,
clark-monthly,Clark Monthly,2012,11,Clark Monthly November 2012,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkNov12.pdf,inputs/editions/clark-monthly/2012-11.pdf,20,ok,1708107,
clark-monthly,Clark Monthly,2012,12,Clark Monthly December 2012,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkDec12.pdf,inputs/editions/clark-monthly/2012-12.pdf,16,ok,1291740,
clark-monthly,Clark Monthly,2013,1,Clark Monthly January 2013,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkAug12.pdf,inputs/editions/clark-monthly/2013-01.pdf,20,ok,1758898,
clark-monthly,Clark Monthly,2013,2,Clark Monthly February 2013,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkFeb13.pdf,inputs/editions/clark-monthly/2013-02.pdf,16,ok,1594343,
clark-monthly,Clark Monthly,2013,3,Clark Monthly March 2013,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkMar13.pdf,inputs/editions/clark-monthly/2013-03.pdf,20,ok,1876780,
clark-monthly,Clark Monthly,2013,4,Clark Monthly April 2013,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkApr13.pdf,inputs/editions/clark-monthly/2013-04.pdf,24,ok,2148561,
clark-monthly,Clark Monthly,2013,5,Clark Monthly May 2013,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkMay13.pdf,inputs/editions/clark-monthly/2013-05.pdf,24,ok,2333388,
clark-monthly,Clark Monthly,2013,6,Clark Monthly June 2013,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkJun13.pdf,inputs/editions/clark-monthly/2013-06.pdf,24,ok,2435680,
clark-monthly,Clark Monthly,2013,7,Clark Monthly July 2013,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkJul13.pdf,inputs/editions/clark-monthly/2013-07.pdf,16,ok,1597809,
clark-monthly,Clark Monthly,2013,8,Clark Monthly August 2013,https://www.rennamedia.com/wp-content/uploads/2013/08/ClkAug13.pdf,inputs/editions/clark-monthly/2013-08.pdf,19,ok,1737075,
clark-monthly,Clark Monthly,2013,9,Clark Monthly September 2013,https://www.rennamedia.com/wp-content/uploads/2013/10/ClkSept13.pdf,inputs/editions/clark-monthly/2013-09.pdf,20,ok,1877705,
clark-monthly,Clark Monthly,2013,10,Clark Monthly October 2013,https://www.rennamedia.com/wp-content/uploads/2013/10/ClkOct13.pdf,inputs/editions/clark-monthly/2013-10.pdf,20,ok,1857742,
clark-monthly,Clark Monthly,2013,11,Clark Monthly November 2013,https://www.rennamedia.com/wp-content/uploads/2013/11/ClkNov13.pdf,inputs/editions/clark-monthly/2013-11.pdf,20,ok,1926684,
clark-monthly,Clark Monthly,2013,12,Clark Monthly December 2013,https://www.rennamedia.com/wp-content/uploads/2013/12/ClkDec13.pdf,inputs/editions/clark-monthly/2013-12.pdf,12,ok,1263851,
clark-monthly,Clark Monthly,2014,1,Clark Monthly January 2014,https://www.rennamedia.com/wp-content/uploads/2014/01/ClkJan141.pdf,inputs/editions/clark-monthly/2014-01.pdf,16,ok,1504896,
clark-monthly,Clark Monthly,2014,2,Clark Monthly February 2014,https://www.rennamedia.com/wp-content/uploads/2014/02/ClkFeb14.pdf,inputs/editions/clark-monthly/2014-02.pdf,16,ok,1612950,
clark-monthly,Clark Monthly,2014,3,Clark Monthly March 2014,https://www.rennamedia.com/wp-content/uploads/2014/03/ClkMar14.pdf,inputs/editions/clark-monthly/2014-03.pdf,20,ok,2120369,
clark-monthly,Clark Monthly,2014,4,Clark Monthly April 2014,https://www.rennamedia.com/wp-content/uploads/2014/04/ClkApr14.pdf,inputs/editions/clark-monthly/2014-04.pdf,24,ok,2567691,
clark-monthly,Clark Monthly,2014,5,Clark Monthly May 2014,https://www.rennamedia.com/wp-content/uploads/2014/05/ClkMay14.pdf,inputs/editions/clark-monthly/2014-05.pdf,24,ok,2580031,
clark-monthly,Clark Monthly,2014,6,Clark Monthly June 2014,https://www.rennamedia.com/wp-content/uploads/2014/06/ClkJun14.pdf,inputs/editions/clark-monthly/2014-06.pdf,24,ok,2589178,
clark-monthly,Clark Monthly,2014,7,Clark Monthly July 2014,https://www.rennamedia.com/wp-content/uploads/2014/07/ClkJul14.pdf,inputs/editions/clark-monthly/2014-07.pdf,24,ok,2607198,
clark-monthly,Clark Monthly,2014,8,Clark Monthly August 2014,https://www.rennamedia.com/wp-content/uploads/2014/08/ClkAug14.pdf,inputs/editions/clark-monthly/2014-08.pdf,20,ok,1925035,
clark-monthly,Clark Monthly,2014,9,Clark Monthly September 2014,https://www.rennamedia.com/wp-content/uploads/2014/09/ClkSept14.pdf,inputs/editions/clark-monthly/2014-09.pdf,20,ok,1832959,
clark-monthly,Clark Monthly,2014,10,Clark Monthly October 2014,https://www.rennamedia.com/wp-content/uploads/2014/10/ClkOct14.pdf,inputs/editions/clark-monthly/2014-10.pdf,24,ok,2320016,
clark-monthly,Clark Monthly,2014,11,Clark Monthly November 2014,https://www.rennamedia.com/wp-content/uploads/2014/10/ClkNov14.pdf,inputs/editions/clark-monthly/2014-11.pdf,20,ok,2159755,
clark-monthly,Clark Monthly,2014,12,Clark Monthly December 2014,https://www.rennamedia.com/wp-content/uploads/2014/12/ClkDec14.pdf,inputs/editions/clark-monthly/2014-12.pdf,24,ok,2287766,
clark-monthly,Clark Monthly,2015,1,Clark Monthly January 2015,https://www.rennamedia.com/wp-content/uploads/2014/12/ClkJan15.pdf,inputs/editions/clark-monthly/2015-01.pdf,16,ok,1469085,
clark-monthly,Clark Monthly,2015,2,Clark Monthly February 2015,https://www.rennamedia.com/wp-content/uploads/2015/02/ClkFeb15.pdf,inputs/editions/clark-monthly/2015-02.pdf,20,ok,1946589,
clark-monthly,Clark Monthly,2015,3,Clark Monthly March 2015,https://www.rennamedia.com/wp-content/uploads/2015/03/ClkMar15.pdf,inputs/editions/clark-monthly/2015-03.pdf,24,ok,2400450,
clark-monthly,Clark Monthly,2015,4,Clark Monthly April 2015,https://www.rennamedia.com/wp-content/uploads/2015/04/ClkApr15.pdf,inputs/editions/clark-monthly/2015-04.pdf,24,ok,2532455,
clark-monthly,Clark Monthly,2015,5,Clark Monthly May 2015,https://www.rennamedia.com/wp-content/uploads/2015/05/ClkMay15.pdf,inputs/editions/clark-monthly/2015-05.pdf,24,ok,2568380,
clark-monthly,Clark Monthly,2015,6,Clark Monthly June 2015,https://www.rennamedia.com/wp-content/uploads/2015/05/ClkJun15.pdf,inputs/editions/clark-monthly/2015-06.pdf,28,ok,3139760,
clark-monthly,Clark Monthly,2015,7,Clark Monthly July 2015,https://www.rennamedia.com/wp-content/uploads/2015/06/ClkJul15.pdf,inputs/editions/clark-monthly/2015-07.pdf,20,ok,2263711,
clark-monthly,Clark Monthly,2015,8,Clark Monthly August 2015,https://www.rennamedia.com/wp-content/uploads/2015/08/ClkAug15.pdf,inputs/editions/clark-monthly/2015-08.pdf,24,ok,2594268,
clark-monthly,Clark Monthly,2015,9,Clark Monthly September 2015,https://www.rennamedia.com/wp-content/uploads/2015/09/ClkSept15.pdf,inputs/editions/clark-monthly/2015-09.pdf,24,ok,2610971,
clark-monthly,Clark Monthly,2015,10,Clark Monthly October 2015,https://www.rennamedia.com/wp-content/uploads/2015/10/ClkOct15.pdf,inputs/editions/clark-monthly/2015-10.pdf,24,ok,2644071,
